312356213,Mansion Kingdom Homes Limited,Prohibition Notice Immediate,15/03/2022,South Lanarkshire UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:09.376556+00:00
312356266,Mansion Kingdom Homes Limited,Prohibition Notice Immediate,15/03/2022,South Lanarkshire UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:09.376556+00:00
312378239,Fourstones Paper Mill Company Limited,Improvement Notice,15/03/2022,Fife UA,MF OF PAPER AND PAPERBOARD,,,2022-05-05 16:15:09.376556+00:00
312378254,Fourstones Paper Mill Company Limited,Improvement Notice,15/03/2022,Fife UA,MF OF PAPER AND PAPERBOARD,,,2022-05-05 16:15:09.376556+00:00
312378260,Fourstones Paper Mill Company Limited,Improvement Notice,15/03/2022,Fife UA,MF OF PAPER AND PAPERBOARD,,,2022-05-05 16:15:09.376556+00:00
312345480,Chris Wright & Sons Ltd,Prohibition Notice Immediate,14/03/2022,Glasgow UA,DEMOLITION,,,2022-05-05 16:15:09.928096+00:00
312356339,Mansion Kingdom Homes Limited,Improvement Notice,13/03/2022,South Lanarkshire UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:09.928096+00:00
312341863,Lam-art (Dundee) Limited,Improvement Notice,11/03/2022,Dundee UA,MF VENEER SHEETS/WOOD PANELS,,,2022-05-05 16:15:09.928096+00:00
312416015,Coutts Properties Ltd,Improvement Notice,10/03/2022,Highland UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:09.928096+00:00
312335303,Braidwood Building Contractors Limited,Improvement Notice,09/03/2022,Edinburgh UA,CONSTRUCTION INSTALLATION NEC,,,2022-05-05 16:15:09.928096+00:00
312335831,S I R Joinery Ltd,Prohibition Notice Immediate,09/03/2022,Aberdeenshire UA,JOINERY INSTALLATION,,,2022-05-05 16:15:09.928096+00:00
312335936,S I R Joinery Ltd,Improvement Notice,09/03/2022,East Lothian UA,JOINERY INSTALLATION,,,2022-05-05 16:15:09.928096+00:00
312331367,City Building (Glasgow) LLP,Prohibition Notice Immediate,08/03/2022,Glasgow UA,NON-METALLIC MINERAL PROD NEC,,,2022-05-05 16:15:09.928096+00:00
312332352,Dunsmore & Sons Ltd,Improvement Notice,08/03/2022,Angus UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:09.928096+00:00
312332364,Dunsmore & Sons Ltd,Improvement Notice,08/03/2022,Angus UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:09.928096+00:00
312415834,Norwood Construction Services Ltd.,Prohibition Notice Immediate,08/03/2022,Highland UA,JOINERY INSTALLATION,,,2022-05-05 16:15:10.462544+00:00
312331989,DJR Engineering Limited,Improvement Notice,07/03/2022,Aberdeenshire UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 16:15:10.462544+00:00
312332226,DJR Engineering Limited,Improvement Notice,07/03/2022,Aberdeenshire UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 16:15:10.462544+00:00
312332237,DJR Engineering Limited,Improvement Notice,07/03/2022,Aberdeenshire UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 16:15:10.462544+00:00
312332301,DJR Engineering Limited,Improvement Notice,07/03/2022,Aberdeenshire UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 16:15:10.462544+00:00
312320275,MAK Contracts (North) Ltd,Improvement Notice,04/03/2022,Glasgow UA,JOINERY INSTALLATION,,,2022-05-05 16:15:10.462544+00:00
312314644,Prime Property Ventures Limited,Improvement Notice,03/03/2022,South Lanarkshire UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:10.462544+00:00
312314772,Prime Property Ventures Limited,Improvement Notice,03/03/2022,South Lanarkshire UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:10.462544+00:00
312314899,Firmus Building Services Ltd,Improvement Notice,03/03/2022,East Renfrewshire UA,JOINERY INSTALLATION,,,2022-05-05 16:15:10.462544+00:00
312314985,Mozolowski & Murray (Scotland) Limited,Improvement Notice,03/03/2022,South Lanarkshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:10.462544+00:00
312317703,Hendrik Veder Group UK Limited,Improvement Notice,03/03/2022,Aberdeen City UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 16:15:11.010748+00:00
312337318,F Melville & Son,Improvement Notice,03/03/2022,Fife UA,MIXED FARMING,,,2022-05-05 16:15:11.010748+00:00
312352549,J & M Kennie Limited,Prohibition Notice Immediate,03/03/2022,West Lothian UA,COLLECTION NON-HAZARDOUS WASTE,,,2022-05-05 16:15:11.010748+00:00
312420128,Joseph Brown Vats of Dufftown Limited,Improvement Notice,03/03/2022,Aberdeenshire UA,MF OF WOODEN CONTAINERS,,,2022-05-05 16:15:11.010748+00:00
312331712,AJC Construction Scotland Limited,Prohibition Notice Immediate,02/03/2022,Aberdeen City UA,CONSTRUCTION OF BUILDINGS,,,2022-05-05 16:15:11.010748+00:00
312311363,Mozolowski & Murray (Scotland) Limited,Prohibition Notice Immediate,01/03/2022,South Lanarkshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:11.010748+00:00
312417533,Moray Trusses Limited,Improvement Notice,01/03/2022,Moray UA,JOINERY INSTALLATION,,,2022-05-05 16:15:11.010748+00:00
312312066,Donaldson Timber Systems Limited,Improvement Notice,28/02/2022,Aberdeen City UA,WOOD/CORK/STRAW/PLAITING PROD,,,2022-05-05 16:15:11.010748+00:00
312312213,Donaldson Timber Systems Limited,Improvement Notice,28/02/2022,Aberdeen City UA,WOOD/CORK/STRAW/PLAITING PROD,,,2022-05-05 16:15:11.010748+00:00
312301774,Scottish Government,Improvement Notice,25/02/2022,Aberdeen City UA,SCIENTIFIC/TECHNICAL CONSULT,,,2022-05-05 16:15:11.010748+00:00
312304724,The North British Distillery Company Limited,Improvement Notice,25/02/2022,Edinburgh UA,DISTILLING/BLENDING SPIRITS,,,2022-05-05 16:15:11.543298+00:00
312316702,Tayside Forestry Limited,Prohibition Notice Immediate,24/02/2022,Angus UA,SILVICULTURE/FORESTRY ACTIVITY,,,2022-05-05 16:15:11.543298+00:00
312293553,Aberdeenshire Council,Improvement Notice,23/02/2022,Aberdeenshire UA,OTHER RESIDENTIAL CARE,,,2022-05-05 16:15:11.543298+00:00
312293769,Heather Ale Limited,Improvement Notice,23/02/2022,Clackmannan UA,MANUFACTURE OF BEER,,,2022-05-05 16:15:11.543298+00:00
312294524,James Jones & Sons Limited,Improvement Notice,23/02/2022,Aberdeenshire UA,SAWMILLING AND PLANING OF WOOD,,,2022-05-05 16:15:11.543298+00:00
312289866,Joseph Leckie & Sons Limited,Improvement Notice,22/02/2022,South Lanarkshire UA,CIVIL ENGINEERING PROJECT NEC.,,,2022-05-05 16:15:11.543298+00:00
312295915,ESR UK (Group) Ltd,Prohibition Notice Immediate,22/02/2022,Aberdeenshire UA,METAL TANK/RESERVOIR/CONTAINER,,,2022-05-05 16:15:11.543298+00:00
312296094,ESR UK (Group) Ltd,Prohibition Notice Immediate,22/02/2022,Aberdeenshire UA,METAL TANK/RESERVOIR/CONTAINER,,,2022-05-05 16:15:11.543298+00:00
312296413,ESR UK (Group) Ltd,Prohibition Notice Immediate,22/02/2022,Aberdeenshire UA,METAL TANK/RESERVOIR/CONTAINER,,,2022-05-05 16:15:11.543298+00:00
312290322,Carlton Die Castings Limited,Improvement Notice,21/02/2022,Renfrewshire UA,CASTING OF LIGHT METALS,,,2022-05-05 16:15:11.543298+00:00
312292830,Farid Hillend Engineering Limited,Improvement Notice,21/02/2022,Fife UA,OTHER MANUFACTURING NEC,,,2022-05-05 16:15:12.100338+00:00
312276644,Wilson Developments (Scotland) Ltd,Improvement Notice,17/02/2022,North Lanarkshire UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:12.100338+00:00
312276692,Wilson Developments (Scotland) Ltd,Improvement Notice,17/02/2022,North Lanarkshire UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:12.100338+00:00
312279315,Cornhill Building Services Limited,Improvement Notice,17/02/2022,Edinburgh UA,CONSTRUCTION COMMERCIAL BLDGS,,,2022-05-05 16:15:12.100338+00:00
312280484,Joseph Leckie & Sons Limited,Prohibition Notice Immediate,17/02/2022,South Lanarkshire UA,CIVIL ENGINEERING PROJECT NEC.,,,2022-05-05 16:15:12.100338+00:00
312296497,Copper Grey Developments Limited,Improvement Notice,17/02/2022,East Lothian UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:12.100338+00:00
312296698,Gladstone Masonry Ltd,Improvement Notice,17/02/2022,Edinburgh UA,CONSTRUCTION COMMERCIAL BLDGS,,,2022-05-05 16:15:12.100338+00:00
312310758,Dunsmore & Sons Ltd,Prohibition Notice Immediate,17/02/2022,Angus UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:12.100338+00:00
312310995,Dunsmore & Sons Ltd,Prohibition Notice Immediate,17/02/2022,Angus UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:12.100338+00:00
312277580,Chemtec B V,Improvement Notice,16/02/2022,North Ayrshire UA,STEAM GENERATOR NOT HTNGBOILER,,,2022-05-05 16:15:12.100338+00:00
312291004,McFarlane Joiners and Builders Limited,Prohibition Notice Immediate,16/02/2022,Edinburgh UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:12.628755+00:00
312272716,Rosseau Developments Ltd,Prohibition Notice Immediate,15/02/2022,South Ayrshire UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:12.628755+00:00
312288585,Simply Sheds,Improvement Notice,15/02/2022,Edinburgh UA,WOOD/CORK/STRAW/PLAITING PROD,,,2022-05-05 16:15:12.628755+00:00
312288730,Simply Sheds,Improvement Notice,15/02/2022,Edinburgh UA,WOOD/CORK/STRAW/PLAITING PROD,,,2022-05-05 16:15:12.628755+00:00
312265520,Innes Vets Ltd,Improvement Notice,14/02/2022,South Lanarkshire UA,VETERINARY ACTIVITIES,,,2022-05-05 16:15:12.628755+00:00
312265558,Innes Vets Ltd,Improvement Notice,14/02/2022,South Lanarkshire UA,VETERINARY ACTIVITIES,,,2022-05-05 16:15:12.628755+00:00
312265626,Innes Vets Ltd,Improvement Notice,14/02/2022,South Lanarkshire UA,VETERINARY ACTIVITIES,,,2022-05-05 16:15:12.628755+00:00
312266082,ARM Homes Limited,Improvement Notice,14/02/2022,East Ayrshire UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:12.628755+00:00
312266200,ARM Homes Limited,Improvement Notice,14/02/2022,East Ayrshire UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:12.628755+00:00
312266531,Interface Contract Management Limited,Improvement Notice,14/02/2022,East Ayrshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:12.628755+00:00
312271569,Kirkwood Homes Limited,Improvement Notice,14/02/2022,Aberdeenshire UA,CONSTRUCTION COMMERCIAL BLDGS,,,2022-05-05 16:15:13.185559+00:00
312271779,Kirkwood Homes Limited,Improvement Notice,14/02/2022,Aberdeenshire UA,CONSTRUCTION COMMERCIAL BLDGS,,,2022-05-05 16:15:13.185559+00:00
312271834,Kirkwood Homes Limited,Improvement Notice,14/02/2022,Aberdeenshire UA,CONSTRUCTION COMMERCIAL BLDGS,,,2022-05-05 16:15:13.185559+00:00
312267710,Allan Hume,Improvement Notice,10/02/2022,Glasgow UA,MANUFACTURE OF OTHER FURNITURE,,,2022-05-05 16:15:13.185559+00:00
312272346,Murray & Company Limited,Improvement Notice,10/02/2022,Aberdeenshire UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:13.185559+00:00
312250101,Highline Homes Limited,Improvement Notice,09/02/2022,Glasgow UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:13.185559+00:00
312250163,Robert MacGregor,Improvement Notice,09/02/2022,Glasgow UA,ROOFING ACTIVITIES,,,2022-05-05 16:15:13.185559+00:00
312235248,Shell U.K. Limited,Improvement Notice,07/02/2022,Aberdeen City UA,EXTRACTION OF CRUDE PETROLEUM,,,2022-05-05 16:15:13.185559+00:00
312241770,Eye Line (Scotland) Limited,Improvement Notice,07/02/2022,North Lanarkshire UA,MANUFACTURE OF OTHER FURNITURE,,,2022-05-05 16:15:13.185559+00:00
312272654,7 Plus 7 Construction Limited,Prohibition Notice Immediate,07/02/2022,East Lothian UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:13.185559+00:00
312234823,KR Construction (Scotland) Ltd,Improvement Notice,04/02/2022,East Renfrewshire UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:13.711494+00:00
312234931,KR Construction (Scotland) Ltd,Improvement Notice,04/02/2022,East Renfrewshire UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:13.711494+00:00
312232093,B & G Beverly Joiners Limited,Improvement Notice,03/02/2022,Aberdeenshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:13.711494+00:00
312232128,B & G Beverly Joiners Limited,Improvement Notice,03/02/2022,Aberdeenshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:13.711494+00:00
312233051,Central Union Direct Ltd.,Improvement Notice,03/02/2022,Falkirk UA,MF OF WOODEN CONTAINERS,,,2022-05-05 16:15:13.711494+00:00
312221535,Hall & Tawse Joinery Limited,Improvement Notice,27/01/2022,Aberdeen City UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:13.711494+00:00
312221584,Hall & Tawse Joinery Limited,Improvement Notice,27/01/2022,Aberdeen City UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:13.711494+00:00
312236143,J Nimmo and Son (Coachworks) Limited,Prohibition Notice Immediate,26/01/2022,East Ayrshire UA,MVR,,,2022-05-05 16:15:13.711494+00:00
312205440,Deeside Timberframe Limited,Improvement Notice,25/01/2022,Aberdeenshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:13.711494+00:00
312206510,IPS (Aberdeen) Limited,Improvement Notice,25/01/2022,Aberdeen City UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 16:15:13.711494+00:00
312206541,IPS (Aberdeen) Limited,Improvement Notice,25/01/2022,Aberdeen City UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 16:15:14.267782+00:00
312206562,IPS (Aberdeen) Limited,Improvement Notice,25/01/2022,Aberdeen City UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 16:15:14.267782+00:00
312194429,Pioneer Oil Tools Limited,Improvement Notice,21/01/2022,Angus UA,MACHINING,,,2022-05-05 16:15:14.267782+00:00
312189894,TRC Maintenance Limited,Improvement Notice,20/01/2022,Glasgow UA,ROOFING ACTIVITIES,,,2022-05-05 16:15:14.267782+00:00
312189724,TRC Maintenance Limited,Prohibition Notice Immediate,19/01/2022,Glasgow UA,ROOFING ACTIVITIES,,,2022-05-05 16:15:14.267782+00:00
312189872,TRC Maintenance Limited,Prohibition Notice Immediate,19/01/2022,Glasgow UA,ROOFING ACTIVITIES,,,2022-05-05 16:15:14.267782+00:00
312196815,James Thomson Builders Limited,Prohibition Notice Immediate,19/01/2022,Fife UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:14.267782+00:00
312174800,Timetra Limited,Prohibition Notice Immediate,13/01/2022,North Ayrshire UA,JOINERY INSTALLATION,,,2022-05-05 16:15:14.267782+00:00
312183565,Panda Rosa Metals,Prohibition Notice Immediate,13/01/2022,Aberdeen City UA,WHOLESALE OF WASTE AND SCRAP,,,2022-05-05 16:15:14.267782+00:00
312172409,BXTR Limited,Improvement Notice,12/01/2022,Glasgow UA,HOTELS/SIMILAR ACCOMMODATION,,,2022-05-05 16:15:14.267782+00:00
312170808,McGowan Civils Ltd,Improvement Notice,11/01/2022,Glasgow UA,CIVIL ENGINEERING PROJECT NEC.,,,2022-05-05 16:15:14.825211+00:00
312158374,Martin Cummings,Improvement Notice,07/01/2022,Glasgow UA,CONSTRUCTION INSTALLATION NEC,,,2022-05-05 16:15:14.825211+00:00
312164902,Andrew Black Limited,Improvement Notice,06/01/2022,East Lothian UA,FREIGHT TRANSPORT BY ROAD,,,2022-05-05 16:15:14.825211+00:00
312150892,Andrew Black Limited,Prohibition Notice Immediate,01/01/2022,East Lothian UA,FREIGHT TRANSPORT BY ROAD,,,2022-05-05 16:15:14.825211+00:00
312137999,Peter Weir,Improvement Notice,24/12/2021,Renfrewshire UA,ROOFING ACTIVITIES,,,2022-05-05 16:15:14.825211+00:00
312139358,Craig Moore,Improvement Notice,24/12/2021,Glasgow UA,CONSTRUCTION INSTALLATION NEC,,,2022-05-05 16:15:14.825211+00:00
312139369,Craig Moore,Improvement Notice,24/12/2021,Glasgow UA,CONSTRUCTION INSTALLATION NEC,,,2022-05-05 16:15:14.825211+00:00
312139375,Craig Moore,Improvement Notice,24/12/2021,Glasgow UA,CONSTRUCTION INSTALLATION NEC,,,2022-05-05 16:15:14.825211+00:00
312139952,Euro NDT Limited,Improvement Notice,23/12/2021,Aberdeenshire UA,TECHNICAL TESTING AND ANALYSIS,,,2022-05-05 16:15:14.825211+00:00
312140018,Petrofac Facilities Management Limited,Improvement Notice,23/12/2021,Aberdeen City UA,EXTRACTION OF CRUDE PETROLEUM,,,2022-05-05 16:15:14.825211+00:00
312140133,Euro NDT Limited,Improvement Notice,23/12/2021,Aberdeenshire UA,TECHNICAL TESTING AND ANALYSIS,,,2022-05-05 16:15:15.357454+00:00
312132964,EnQuest Heather Ltd,Improvement Notice,22/12/2021,Shetland,EXTRACTION OF CRUDE PETROLEUM,,,2022-05-05 16:15:15.357454+00:00
312134197,Broughton Ales Limited,Improvement Notice,22/12/2021,Borders UA,MANUFACTURE OF BEER,,,2022-05-05 16:15:15.357454+00:00
312134202,Broughton Ales Limited,Improvement Notice,22/12/2021,Borders UA,MANUFACTURE OF BEER,,,2022-05-05 16:15:15.357454+00:00
312134691,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.357454+00:00
312134796,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.357454+00:00
312134836,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.357454+00:00
312134854,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.357454+00:00
312134875,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.357454+00:00
312134934,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.357454+00:00
312135024,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.899544+00:00
312135049,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.899544+00:00
312135079,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.899544+00:00
312136237,Gordon Woodman,Prohibition Notice Immediate,22/12/2021,West Lothian UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 16:15:15.899544+00:00
312136614,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.899544+00:00
312136678,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.899544+00:00
312136775,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.899544+00:00
312136794,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.899544+00:00
312136844,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.899544+00:00
312136899,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:15.899544+00:00
312136900,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:16.432745+00:00
312136903,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:16.432745+00:00
312136912,Sappi Rockwell Solutions Limited,Improvement Notice,22/12/2021,Dundee UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 16:15:16.432745+00:00
312133806,Petroineos Manufacturing Scotland Limited,Improvement Notice,21/12/2021,Argyll & Bute UA,MF CHEMICAL PRODUCTS NEC,,,2022-05-05 16:15:16.432745+00:00
312130281,Craig Moore,Prohibition Notice Immediate,20/12/2021,Glasgow UA,CONSTRUCTION INSTALLATION NEC,,,2022-05-05 16:15:16.432745+00:00
312117764,Ensco Offshore U.K. Limited,Improvement Notice,17/12/2021,Aberdeen City UA,EXTRACTION OF CRUDE PETROLEUM,,,2022-05-05 16:15:16.432745+00:00
312126051,Ian Macleod Distillers Limited,Improvement Notice,16/12/2021,Moray UA,DISTILLING/BLENDING SPIRITS,,,2022-05-05 16:15:16.432745+00:00
312111547,EnQuest Heather Ltd,Improvement Notice,15/12/2021,Aberdeen City UA,EXTRACTION OF CRUDE PETROLEUM,,,2022-05-05 16:15:16.432745+00:00
312105810,Clyde Roofing Ltd,Prohibition Notice Immediate,09/12/2021,North Lanarkshire UA,ROOFING ACTIVITIES,,,2022-05-05 16:15:16.432745+00:00
312111772,A&M Global Developments Ltd,Improvement Notice,09/12/2021,Glasgow UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:16.432745+00:00
312111821,A&M Global Developments Ltd,Improvement Notice,09/12/2021,Glasgow UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:16.973538+00:00
312111858,A&M Global Developments Ltd,Improvement Notice,09/12/2021,Glasgow UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:16.973538+00:00
312111875,A&M Global Developments Ltd,Improvement Notice,09/12/2021,Glasgow UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 16:15:16.973538+00:00
312128912,Custombuilt Joinery Limited,Prohibition Notice Immediate,09/12/2021,South Lanarkshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:16.973538+00:00
312129010,Custombuilt Joinery Limited,Prohibition Notice Immediate,09/12/2021,South Lanarkshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 16:15:16.973538+00:00
