312353612,Fabwell Engineering Services Limited,Improvement Notice,15/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.311911+00:00
312353630,Fabwell Engineering Services Limited,Improvement Notice,15/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.311911+00:00
312353653,Fabwell Engineering Services Limited,Improvement Notice,15/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.311911+00:00
312354240,R & R Engineering Limited,Improvement Notice,15/03/2022,Wrexham UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:12.311911+00:00
312366393,Biogen (UK) Ltd,Improvement Notice,15/03/2022,Denbighshire UA,TREAT/DISPOSE NON-HAZARD WASTE,,,2022-05-05 10:43:12.311911+00:00
312366509,Biogen (UK) Ltd,Improvement Notice,15/03/2022,Denbighshire UA,TREAT/DISPOSE NON-HAZARD WASTE,,,2022-05-05 10:43:12.311911+00:00
312345063,Fowler Contractors Limited,Improvement Notice,11/03/2022,Cardiff UA,CIVIL ENGINEERING PROJECT NEC.,,,2022-05-05 10:43:12.311911+00:00
312345349,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.311911+00:00
312345438,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.311911+00:00
312345496,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.311911+00:00
312345654,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.846987+00:00
312345704,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.846987+00:00
312345793,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.846987+00:00
312345847,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.846987+00:00
312345927,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.846987+00:00
312345976,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.846987+00:00
312346008,CMS Wrexham Limited,Improvement Notice,10/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:12.846987+00:00
312346058,Meritor Heavy Vehicle Braking Systems UK Ltd,Improvement Notice,10/03/2022,Torfaen UA,MOTOR VEHICLE PARTS/ACCESSORY,,,2022-05-05 10:43:12.846987+00:00
312346170,Meritor Heavy Vehicle Braking Systems UK Ltd,Improvement Notice,10/03/2022,Torfaen UA,MOTOR VEHICLE PARTS/ACCESSORY,,,2022-05-05 10:43:12.846987+00:00
312346190,Meritor Heavy Vehicle Braking Systems UK Ltd,Improvement Notice,10/03/2022,Torfaen UA,MOTOR VEHICLE PARTS/ACCESSORY,,,2022-05-05 10:43:12.846987+00:00
312346477,Michael Jeffrey Bolt,Improvement Notice,10/03/2022,Newport UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:13.364847+00:00
312332629,Tata Steel UK Limited,Improvement Notice,09/03/2022,Neath & Port Talbot UA,BASIC IRON/STEEL/FERRO-ALLOYS,,,2022-05-05 10:43:13.364847+00:00
312333606,TS Resins Limited,Improvement Notice,09/03/2022,Flintshire UA,ORGANIC BASIC CHEMICALS NEC,,,2022-05-05 10:43:13.364847+00:00
312333642,TS Resins Limited,Improvement Notice,09/03/2022,Flintshire UA,ORGANIC BASIC CHEMICALS NEC,,,2022-05-05 10:43:13.364847+00:00
312340091,Erfan Mahmoud,Prohibition Notice Immediate,09/03/2022,Blaenau Gwent UA,MVR,,,2022-05-05 10:43:13.364847+00:00
312343797,Be Independent Campers Limited,Prohibition Notice Immediate,09/03/2022,Newport UA,MVR,,,2022-05-05 10:43:13.364847+00:00
312338295,Braithwaite Engineers Limited,Improvement Notice,08/03/2022,Newport UA,METAL TANK/RESERVOIR/CONTAINER,,,2022-05-05 10:43:13.364847+00:00
312327057,Prysmian Cables & Systems Limited,Improvement Notice,07/03/2022,"Rhondda, Cynon, Taff UA","MF WIRE PROD, CHAIN/SPRINGS",,,2022-05-05 10:43:13.364847+00:00
312327093,Prysmian Cables & Systems Limited,Improvement Notice,07/03/2022,"Rhondda, Cynon, Taff UA","MF WIRE PROD, CHAIN/SPRINGS",,,2022-05-05 10:43:13.364847+00:00
312327780,NWES Thomas Limited,Improvement Notice,04/03/2022,Conwy UA,ENGINEERING ACTIVITIES NEC,,,2022-05-05 10:43:13.364847+00:00
312327802,NWES Thomas Limited,Improvement Notice,04/03/2022,Conwy UA,ENGINEERING ACTIVITIES NEC,,,2022-05-05 10:43:13.892056+00:00
312320831,J P Engineering Metal Works Limited,Improvement Notice,03/03/2022,Conwy UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:13.892056+00:00
312326197,Pat McMullan,Improvement Notice,03/03/2022,Carmarthenshire UA,LOGGING,,,2022-05-05 10:43:13.892056+00:00
312326365,Shaun McMullan,Improvement Notice,03/03/2022,Carmarthenshire UA,LOGGING,,,2022-05-05 10:43:13.892056+00:00
312333683,Michael Jeffrey Bolt,Prohibition Notice Immediate,03/03/2022,Newport UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:13.892056+00:00
312334036,Michael Jeffrey Bolt,Prohibition Notice Immediate,03/03/2022,Newport UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:13.892056+00:00
312334049,Michael Jeffrey Bolt,Prohibition Notice Immediate,03/03/2022,Newport UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:13.892056+00:00
312334079,Michael Jeffrey Bolt,Prohibition Notice Immediate,03/03/2022,Newport UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:13.892056+00:00
312334089,Michael Jeffrey Bolt,Prohibition Notice Immediate,03/03/2022,Newport UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:13.892056+00:00
312344567,CTM Management Limited,Improvement Notice,03/03/2022,Wrexham UA,CONSTRUCTION OF BUILDINGS,,,2022-05-05 10:43:13.892056+00:00
312368954,Plastecowood Limited,Improvement Notice,02/03/2022,Denbighshire UA,MF OF OTHER PLASTIC PRODUCTS,,,2022-05-05 10:43:14.418449+00:00
312369052,Plastecowood Limited,Improvement Notice,02/03/2022,Denbighshire UA,MF OF OTHER PLASTIC PRODUCTS,,,2022-05-05 10:43:14.418449+00:00
312369086,Plastecowood Limited,Improvement Notice,02/03/2022,Denbighshire UA,MF OF OTHER PLASTIC PRODUCTS,,,2022-05-05 10:43:14.418449+00:00
312312357,H C Capel Limited,Improvement Notice,01/03/2022,Caerphilly UA,REPAIR/MAINT TRANSPRT EQPT NEC,,,2022-05-05 10:43:14.418449+00:00
312312371,H C Capel Limited,Improvement Notice,01/03/2022,Caerphilly UA,REPAIR/MAINT TRANSPRT EQPT NEC,,,2022-05-05 10:43:14.418449+00:00
312422426,CMS Wrexham Limited,Prohibition Notice Immediate,01/03/2022,Wrexham UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:14.418449+00:00
312327595,NWES Thomas Limited,Improvement Notice,25/02/2022,Conwy UA,ENGINEERING ACTIVITIES NEC,,,2022-05-05 10:43:14.418449+00:00
312327713,NWES Thomas Limited,Improvement Notice,25/02/2022,Conwy UA,ENGINEERING ACTIVITIES NEC,,,2022-05-05 10:43:14.418449+00:00
312327732,NWES Thomas Limited,Improvement Notice,25/02/2022,Conwy UA,ENGINEERING ACTIVITIES NEC,,,2022-05-05 10:43:14.418449+00:00
312327756,NWES Thomas Limited,Improvement Notice,25/02/2022,Conwy UA,ENGINEERING ACTIVITIES NEC,,,2022-05-05 10:43:14.418449+00:00
312327768,NWES Thomas Limited,Improvement Notice,25/02/2022,Conwy UA,ENGINEERING ACTIVITIES NEC,,,2022-05-05 10:43:14.931896+00:00
312299608,Peritus Construction Solution Limited,Improvement Notice,24/02/2022,Caerphilly UA,CONSTRUCTION COMMERCIAL BLDGS,,,2022-05-05 10:43:14.931896+00:00
312311473,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,24/02/2022,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:14.931896+00:00
312336454,Breton International Limited,Improvement Notice,24/02/2022,Conwy UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:14.931896+00:00
312336468,Breton International Limited,Improvement Notice,24/02/2022,Conwy UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:14.931896+00:00
312336478,Breton International Limited,Improvement Notice,24/02/2022,Conwy UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:14.931896+00:00
312298131,Roydon Bottle Recycling Company Limited,Improvement Notice,23/02/2022,Caerphilly UA,RECOVERY OF SORTED MATERIALS,,,2022-05-05 10:43:14.931896+00:00
312298205,Roydon Bottle Recycling Company Limited,Improvement Notice,23/02/2022,Caerphilly UA,RECOVERY OF SORTED MATERIALS,,,2022-05-05 10:43:14.931896+00:00
312320789,J P Engineering Metal Works Limited,Improvement Notice,23/02/2022,Conwy UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:14.931896+00:00
312320811,J P Engineering Metal Works Limited,Improvement Notice,23/02/2022,Conwy UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:14.931896+00:00
312333593,BSW Systems Ltd,Improvement Notice,23/02/2022,Vale of Glamorgan UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:15.461825+00:00
312333671,BSW Systems Ltd,Improvement Notice,23/02/2022,Vale of Glamorgan UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:15.461825+00:00
312333678,BSW Systems Ltd,Improvement Notice,23/02/2022,Vale of Glamorgan UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:15.461825+00:00
312333680,BSW Systems Ltd,Improvement Notice,23/02/2022,Vale of Glamorgan UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:15.461825+00:00
312333682,BSW Systems Ltd,Improvement Notice,23/02/2022,Vale of Glamorgan UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:15.461825+00:00
312336330,Breton International Limited,Prohibition Notice Immediate,22/02/2022,Conwy UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:15.461825+00:00
312329263,Scanwel Limited,Improvement Notice,21/02/2022,Gwynedd UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:15.461825+00:00
312329321,Scanwel Limited,Improvement Notice,21/02/2022,Gwynedd UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:15.461825+00:00
312329341,Scanwel Limited,Improvement Notice,21/02/2022,Gwynedd UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:15.461825+00:00
312287292,Lorann Engineering Ltd,Improvement Notice,18/02/2022,Torfaen UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:15.461825+00:00
312287334,Lorann Engineering Ltd,Improvement Notice,18/02/2022,Torfaen UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:16.001856+00:00
312287781,Forrestford Engineering Ltd,Improvement Notice,18/02/2022,Torfaen UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:16.001856+00:00
312288198,Forrestford Engineering Ltd,Improvement Notice,18/02/2022,Torfaen UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:16.001856+00:00
312288434,Forrestford Engineering Ltd,Improvement Notice,18/02/2022,Torfaen UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:16.001856+00:00
312288690,Forrestford Engineering Ltd,Improvement Notice,18/02/2022,Torfaen UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:16.001856+00:00
312288706,Forrestford Engineering Ltd,Improvement Notice,18/02/2022,Torfaen UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:16.001856+00:00
312423712,Forrestford Engineering Ltd,Improvement Notice,18/02/2022,Torfaen UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:16.001856+00:00
312402649,Premier Flexible Packaging Ltd,Improvement Notice,17/02/2022,Flintshire UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:16.001856+00:00
312298097,Powys Steel Fabrication Ltd,Improvement Notice,15/02/2022,Powys UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:16.001856+00:00
312269144,Watts Coaches Limited,Improvement Notice,14/02/2022,Cardiff UA,BUS PSGR FACILITY AT BUS STNS,,,2022-05-05 10:43:16.001856+00:00
312269196,Watts Coaches Limited,Improvement Notice,14/02/2022,Cardiff UA,BUS PSGR FACILITY AT BUS STNS,,,2022-05-05 10:43:16.532144+00:00
312270900,Brunswick Ironworks Ltd,Prohibition Notice Immediate,14/02/2022,Gwynedd UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:16.532144+00:00
312272979,Wates Construction Limited,Improvement Notice,11/02/2022,Flintshire UA,CONSTRUCTION OF BUILDINGS,,,2022-05-05 10:43:16.532144+00:00
312288761,Forrestford Engineering Ltd,Prohibition Notice Immediate,11/02/2022,Torfaen UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:16.532144+00:00
312304121,Salamander Solutions Ltd,Improvement Notice,11/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:16.532144+00:00
312314000,Tata Steel UK Limited,Improvement Notice,11/02/2022,Neath & Port Talbot UA,BASIC IRON/STEEL/FERRO-ALLOYS,,,2022-05-05 10:43:16.532144+00:00
312259634,H C Capel Limited,Prohibition Notice Immediate,10/02/2022,Caerphilly UA,REPAIR/MAINT TRANSPRT EQPT NEC,,,2022-05-05 10:43:16.532144+00:00
312264885,Chiltern PTP Limited,Prohibition Notice Immediate,10/02/2022,Caerphilly UA,MF BUILDERS’ WARE PLASTIC,,,2022-05-05 10:43:16.532144+00:00
312284493,Beverstock Ltd,Improvement Notice,10/02/2022,Torfaen UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:16.532144+00:00
312303899,Salamander Solutions Ltd,Improvement Notice,10/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:16.532144+00:00
312303934,Salamander Solutions Ltd,Improvement Notice,10/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.091870+00:00
312303951,Salamander Solutions Ltd,Improvement Notice,10/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.091870+00:00
312304046,Salamander Solutions Ltd,Improvement Notice,10/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.091870+00:00
312304082,Salamander Solutions Ltd,Improvement Notice,10/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.091870+00:00
312304177,Salamander Solutions Ltd,Improvement Notice,10/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.091870+00:00
312257861,Load-Lok Manufacturing Limited,Improvement Notice,09/02/2022,"Rhondda, Cynon, Taff UA",MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.091870+00:00
312257982,Load-Lok Manufacturing Limited,Improvement Notice,09/02/2022,"Rhondda, Cynon, Taff UA",MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.091870+00:00
312258030,Load-Lok Manufacturing Limited,Improvement Notice,09/02/2022,"Rhondda, Cynon, Taff UA",MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.091870+00:00
312258054,Load-Lok Manufacturing Limited,Improvement Notice,09/02/2022,"Rhondda, Cynon, Taff UA",MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.091870+00:00
312284568,Beverstock Ltd,Improvement Notice,09/02/2022,Torfaen UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:17.091870+00:00
312300404,Makefast Limited,Improvement Notice,08/02/2022,Powys UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.621869+00:00
312300440,Makefast Limited,Improvement Notice,08/02/2022,Powys UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.621869+00:00
312246697,Taylor Protective Coatings Limited,Improvement Notice,07/02/2022,Cardiff UA,PAINTING,,,2022-05-05 10:43:17.621869+00:00
312246765,Taylor Protective Coatings Limited,Improvement Notice,07/02/2022,Cardiff UA,PAINTING,,,2022-05-05 10:43:17.621869+00:00
312246811,Taylor Protective Coatings Limited,Improvement Notice,07/02/2022,Cardiff UA,PAINTING,,,2022-05-05 10:43:17.621869+00:00
312284645,Beverstock Ltd,Improvement Notice,07/02/2022,Torfaen UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:17.621869+00:00
312324937,M&B Fabrications Ltd,Improvement Notice,07/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.621869+00:00
312329699,Elmac Limited,Improvement Notice,07/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.621869+00:00
312332111,Knitmesh Technologies Limited,Improvement Notice,07/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:17.621869+00:00
312280712,BAE Systems Global Combat Systems Munitions Limite,Improvement Notice,04/02/2022,Monmouthshire UA,MANUFACTURE OF EXPLOSIVES,,,2022-05-05 10:43:17.621869+00:00
312284619,Beverstock Ltd,Improvement Notice,04/02/2022,Torfaen UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:18.142148+00:00
312287381,Lorann Engineering Ltd,Prohibition Notice Immediate,04/02/2022,Torfaen UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:18.142148+00:00
312287408,Lorann Engineering Ltd,Prohibition Notice Immediate,04/02/2022,Torfaen UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:18.142148+00:00
312287472,Lorann Engineering Ltd,Prohibition Notice Immediate,04/02/2022,Torfaen UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:18.142148+00:00
312288724,Forrestford Engineering Ltd,Prohibition Notice Immediate,04/02/2022,Torfaen UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:18.142148+00:00
312288744,Forrestford Engineering Ltd,Prohibition Notice Immediate,04/02/2022,Torfaen UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:18.142148+00:00
312284683,Beverstock Ltd,Improvement Notice,03/02/2022,Torfaen UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:18.142148+00:00
312284598,Beverstock Ltd,Improvement Notice,02/02/2022,Torfaen UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:18.142148+00:00
312284660,Beverstock Ltd,Improvement Notice,02/02/2022,Torfaen UA,MANUFACTURE OF TOOLS,,,2022-05-05 10:43:18.142148+00:00
312286239,Pat McMullan,Prohibition Notice Immediate,02/02/2022,Carmarthenshire UA,LOGGING,,,2022-05-05 10:43:18.142148+00:00
312298300,Powys Steel Fabrication Ltd,Prohibition Notice Immediate,02/02/2022,Powys UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:18.691726+00:00
312243040,Play & Leisure Ltd,Prohibition Notice Immediate,01/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:18.691726+00:00
312243740,L Houghton & Co Ltd,Improvement Notice,01/02/2022,Flintshire UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:18.691726+00:00
312248804,Colin Bowen,Prohibition Notice Immediate,01/02/2022,"Rhondda, Cynon, Taff UA",INSTALL PLUMB/HEAT/AIR-CON,,,2022-05-05 10:43:18.691726+00:00
312422322,Salamander Solutions Ltd,Prohibition Notice Immediate,01/02/2022,Flintshire UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:18.691726+00:00
312220460,E A N W Jones,Improvement Notice,31/01/2022,Pembrokeshire UA,(LIME)STONE/GYPSUM/CHALK/SLATE,,,2022-05-05 10:43:18.691726+00:00
312426050,Nice-Pak International Limited,Prohibition Notice Immediate,28/01/2022,Flintshire UA,"MF NON-WOVENS, NOT APPAREL",,,2022-05-05 10:43:18.691726+00:00
312221443,Industrial Engineering Services (Wrexham) Limited,Improvement Notice,26/01/2022,Wrexham UA,MACHINING,,,2022-05-05 10:43:18.691726+00:00
312443153,Dyke Engineering Ltd,Improvement Notice,25/01/2022,Powys UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:18.691726+00:00
312443207,Dyke Engineering Ltd,Improvement Notice,25/01/2022,Powys UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:18.691726+00:00
312192052,Funky furniture hire Ltd,Improvement Notice,19/01/2022,Flintshire UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 10:43:19.201781+00:00
312192326,Funky furniture hire Ltd,Improvement Notice,18/01/2022,Flintshire UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 10:43:19.201781+00:00
312183365,Oren Construction Ltd,Prohibition Notice Immediate,17/01/2022,Swansea UA,OTHER BUILDING COMPLETION,,,2022-05-05 10:43:19.201781+00:00
312183437,Oren Construction Ltd,Prohibition Notice Immediate,17/01/2022,Swansea UA,OTHER BUILDING COMPLETION,,,2022-05-05 10:43:19.201781+00:00
312183450,Oren Construction Ltd,Improvement Notice,17/01/2022,Swansea UA,OTHER BUILDING COMPLETION,,,2022-05-05 10:43:19.201781+00:00
312226407,Mr GK Jones,Improvement Notice,14/01/2022,Swansea UA,MIXED FARMING,,,2022-05-05 10:43:19.201781+00:00
312226513,Mr GK Jones,Improvement Notice,14/01/2022,Swansea UA,MIXED FARMING,,,2022-05-05 10:43:19.201781+00:00
312226522,Mr GK Jones,Improvement Notice,14/01/2022,Swansea UA,MIXED FARMING,,,2022-05-05 10:43:19.201781+00:00
312226588,Mr GK Jones,Improvement Notice,14/01/2022,Swansea UA,MIXED FARMING,,,2022-05-05 10:43:19.201781+00:00
312226604,Mr GK Jones,Improvement Notice,14/01/2022,Swansea UA,MIXED FARMING,,,2022-05-05 10:43:19.201781+00:00
312226631,Mr GK Jones,Improvement Notice,14/01/2022,Swansea UA,MIXED FARMING,,,2022-05-05 10:43:19.741906+00:00
312147425,Harri Jones,Improvement Notice,29/12/2021,Gwynedd UA,MIXED FARMING,,,2022-05-05 10:43:19.741906+00:00
312147446,Alrod Limited,Improvement Notice,23/12/2021,Merthyr Tydfil UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:19.741906+00:00
312147712,Alrod Limited,Improvement Notice,23/12/2021,Merthyr Tydfil UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:19.741906+00:00
312147726,Alrod Limited,Improvement Notice,23/12/2021,Merthyr Tydfil UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:19.741906+00:00
312147747,Alrod Limited,Improvement Notice,23/12/2021,Merthyr Tydfil UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:19.741906+00:00
312131901,EW Thomas and Sons,Improvement Notice,21/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:19.741906+00:00
312131924,EW Thomas and Sons,Improvement Notice,21/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:19.741906+00:00
312131941,EW Thomas and Sons,Improvement Notice,21/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:19.741906+00:00
312201182,Pontypridd Precision Engineering Limited,Improvement Notice,16/12/2021,"Rhondda, Cynon, Taff UA",MOTOR VEHICLE PARTS/ACCESSORY,,,2022-05-05 10:43:19.741906+00:00
312201263,Pontypridd Precision Engineering Limited,Improvement Notice,16/12/2021,"Rhondda, Cynon, Taff UA",MOTOR VEHICLE PARTS/ACCESSORY,,,2022-05-05 10:43:20.320126+00:00
312201305,Pontypridd Precision Engineering Limited,Improvement Notice,16/12/2021,"Rhondda, Cynon, Taff UA",MOTOR VEHICLE PARTS/ACCESSORY,,,2022-05-05 10:43:20.320126+00:00
